Site_name2,Site_name,Latitude,Longitude,Country,Max_date,Min_date,Type,Group,Hominin,Artifact_Class,Present,citation
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,exotic,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,hafting,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,ochre,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,ornamentation,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,wooden,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,art,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engraved,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedBone,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedEggshell,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedOchre,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedStone,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,exotic,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,hafting,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,ochre,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,ornamentation,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,wooden,no,NA
Katanda 16,Katanda 16,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,bone,yes,Yellen et al 1995
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,art,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engraved,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedBone,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedEggshell,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedOchre,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,engravedStone,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,exotic,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,hafting,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,ochre,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,ornamentation,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,wooden,no,NA
Katanda 2,Katanda 2,-4.2615,28.94348,DR Congo,83.1,48.7,Open air,45-99,no,bone,yes,Yellen et al 1995
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,art,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,engravedBone,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,engravedEggshell,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,engravedOchre,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,engravedStone,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,exotic,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,hafting,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,ochre,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,ornamentation,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,wooden,no,NA
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,bone,yes,Yellen et al 1995
Katanda 9,Katanda 9,-4.2615,28.94348,DR Congo,76,61.9,Open air,45-99,no,engraved,yes,Yellen et al 1995
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,art,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,bone,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,engraved,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,engravedBone,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,engravedEggshell,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,engravedOchre,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,engravedStone,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,exotic,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,hafting,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,ornamentation,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,wooden,no,NA
Kathu Pan 1a,Kathu Pan 1a,-27.75,23.05,NA,336,246,NA,200-299,no,ochre,yes,Watts et al. 2016
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,art,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,bone,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,engraved,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,engravedBone,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,engravedEggshell,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,engravedOchre,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,engravedStone,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,exotic,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,ornamentation,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,wooden,no,NA
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,hafting,yes,Wilkins et al 2012
Kathu Pan 1b,Kathu Pan 1b,-27.75,23.05,South Africa,n/a,417,Open air,400-499,no,ochre,yes,Watts et al. 2016
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,art,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,bone,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,engraved,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,engravedBone,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,engravedEggshell,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,engravedOchre,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,engravedStone,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,exotic,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,hafting,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,ornamentation,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,wooden,no,NA
Kathu Pan 1c,Kathu Pan 1c,-27.75,23.05,NA,n/a,550,NA,500-599,no,ochre,yes,Watts et al. 2016
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,art,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,engravedBone,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,engravedEggshell,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,engravedStone,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,exotic,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,hafting,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,ochre,yes,d'Errico et al. 2012
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,ornamentation,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,wooden,no,NA
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,bone,yes,d'Errico & Henshilwood 2007
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,engraved,yes,d'Errico et al. 2012
"Klasies River Mouth, cave 1","Klasies River Mouth, cave 1",-34.1,24.38333333,South Africa,76,61.9,Cave,45-99,no,engravedOchre,yes,d'Errico et al. 2012
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,art,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,engraved,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,engravedBone,yes,d'Errico & Henshilwood 2007
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,engravedEggshell,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,engravedOchre,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,engravedStone,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,exotic,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,hafting,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,ochre,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,ornamentation,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,wooden,no,NA
"Klasies River Mouth, cave 1A","Klasies River Mouth, cave 1A",-34.1,24.38333333,South Africa,56.4,43.4,Cave,45-99,no,bone,yes,d'Errico & Henshilwood 2007
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,art,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,bone,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,engravedBone,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,engravedEggshell,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,engravedStone,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,exotic,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,hafting,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,ochre,yes,MacKay and Welz 2008
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,ornamentation,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,wooden,no,NA
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,engraved,yes,MacKay and Welz 2008
Klein Kliphuis,Klein Kliphuis,-32.1,18.86666667,South Africa,80,50,Cave,45-99,no,engravedOchre,yes,MacKay and Welz 2008
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,art,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,bone,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,engravedBone,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,engravedEggshell,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,engravedOchre,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,exotic,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,hafting,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,ochre,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,ornamentation,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,wooden,no,NA
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,engraved,yes,Wendt 1975
Klein Spitzkoppe,Klein Spitzkoppe,-21.85,15.06666667,Namibia,NA,NA,Open air,NoDate,no,engravedStone,yes,Wendt 1975
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,art,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,bone,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,engravedBone,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,engravedOchre,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,engravedStone,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,exotic,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,hafting,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,ornamentation,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,wooden,no,NA
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,engraved,yes,Henshilwood et al. 2014
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,engravedEggshell,yes,Henshilwood et al. 2014
Klipdrift Shelter,Klipdrift Shelter,-34.45,20.71666667,South Africa,70.3,54.8,Cave,45-99,Homo sapiens,ochre,yes,Henshilwood et al. 2014
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,art,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,bone,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,engravedEggshell,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,engravedOchre,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,engravedStone,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,exotic,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,hafting,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,ochre,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,ornamentation,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,wooden,no,NA
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,engraved,yes,Sirakov et al 2010
Kozarnika,Kozarnika,43.68333333,22.51666667,Bulgaria,"1,600","1,400",Cave,600+,no,engravedBone,yes,Sirakov et al 2010
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,art,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,bone,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,engraved,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,engravedBone,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,engravedEggshell,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,engravedOchre,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,engravedStone,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,exotic,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,hafting,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,ochre,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,wooden,no,NA
Krapina,Krapina,46.16562,15.86434,Croatia,n/a,130,Cave,100-199,Neandertal,ornamentation,yes,Radovcic et al. 2015
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,art,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,bone,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,engraved,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,engravedBone,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,engravedEggshell,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,engravedOchre,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,engravedStone,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,exotic,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,hafting,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,ochre,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,ornamentation,no,NA
Lehringen,Lehringen,52.923,9.235,Germany,n/a,n/a,Open air,100-199,no,wooden,yes,Thieme and Veil 1985
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,art,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,bone,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,engraved,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,engravedBone,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,engravedEggshell,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,engravedOchre,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,engravedStone,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,exotic,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,hafting,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,ornamentation,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,wooden,no,NA
Maastricht-Belvédère C,Maastricht-Belvedere C,50.86666667,5.666666667,Netherlands,270,200,Open air,200-299,no,ochre,yes,Roebroeks et al 2012
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,bone,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,engraved,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,engravedBone,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,engravedEggshell,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,engravedOchre,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,engravedStone,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,exotic,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,hafting,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,ochre,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,ornamentation,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,wooden,no,NA
Makapansgat,Makapansgat,-24.140833,29.200833,South Africa,n/a,"3,000",Cave,600+,no,art,yes,Bednarik 1998
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,art,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,bone,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,engravedBone,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,engravedEggshell,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,engravedOchre,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,exotic,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,hafting,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,ochre,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,ornamentation,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,wooden,no,NA
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,engraved,yes,Beater 1967
Mkomanzi River,Mkomanzi River,-29.58333333,29.58333333,South Africa,NA,NA,Open air,NoDate,no,engravedStone,yes,Beater 1967
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,art,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,bone,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,engravedBone,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,engravedEggshell,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,engravedOchre,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,exotic,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,hafting,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,ochre,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,ornamentation,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,wooden,no,NA
Muden,Muden,-28.96666667,30.38333333,South Africa,NA,NA,Open air,NoDate,no,engraved,yes,Malan 1956
