Site_name2,Site_name,Latitude,Longitude,Country,Max_date,Min_date,Type,Group,Hominin,Artifact_Class,Present,citation
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,art,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,bone,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,engraved,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,engravedBone,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,engravedEggshell,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,engravedOchre,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,engravedStone,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,exotic,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,hafting,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,ochre,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,ornamentation,no,NA
Clacton,Clacton,51.78953,1.15303,United Kingdom,n/a,400,Open air,400-499,no,wooden,yes,Allington-Jones 2015
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,art,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,bone,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,engraved,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,engravedBone,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,engravedEggshell,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,engravedOchre,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,engravedStone,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,exotic,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,hafting,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,ochre,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,wooden,no,NA
Contrebandiers Cave,Contrebandiers Cave,33.92286,-6.96344,Morocco,100,115,Cave,100-199,no,ornamentation,yes,d'Errico et al 2009
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,bone,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,engraved,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,engravedBone,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,engravedEggshell,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,engravedOchre,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,engravedStone,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,exotic,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,hafting,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,ochre,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,ornamentation,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,wooden,no,NA
Daraki-Chattan,Daraki-Chattan,24.07683,75.06929,India,n/a,n/a,Cave,100-199,no,art,yes,Bednarik et al 2005
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,art,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,bone,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,engraved,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,engravedBone,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,engravedEggshell,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,engravedOchre,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,engravedStone,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,exotic,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,hafting,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,ornamentation,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,wooden,no,NA
Die Kelders,Die Kelders,-34.53333333,19.36666667,South Africa,74,59,Cave,45-99,Homo sapiens,ochre,yes,Avery et al 1997
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,art,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,bone,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,engravedBone,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,engravedOchre,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,engravedStone,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,exotic,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,ornamentation,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,wooden,no,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,engraved,yes,NA
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,engravedEggshell,yes,Texier et al 2013
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,hafting,yes,Texier et al 2013
Diepkloof Rock Shelter,Diepkloof Rock Shelter,-32.36666667,18.45,South Africa,119,99,Cave,45-99,Homo sapiens,ochre,yes,Texier et al 2013
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,art,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,bone,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,engraved,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,engravedBone,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,engravedEggshell,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,engravedOchre,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,engravedStone,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,exotic,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,hafting,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,ochre,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,ornamentation,no,NA
El Castillo,El Castillo,43.2923,-3.9655,Spain,n/a,40.83,Cave,45-99,no,wooden,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,art,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,bone,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,engraved,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,engravedBone,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,engravedEggshell,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,engravedOchre,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,engravedStone,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,exotic,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,hafting,yes,Sahle et al. 2013
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,ochre,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,ornamentation,no,NA
ETh-72-8B & GDM7,ETh-72-8B & GDM7,7.95,38.633333,Ethiopia,n/a,277,Open air,200-299,no,wooden,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,art,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,bone,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,engraved,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,engravedBone,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,engravedEggshell,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,engravedOchre,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,engravedStone,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,exotic,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,hafting,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,ochre,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,ornamentation,no,NA
Fumane Cave,Fumane Cave,45.47457,10.98083,Italy,53,39,Cave,45-99,no,wooden,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,art,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,bone,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,engraved,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,engravedBone,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,engravedEggshell,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,engravedOchre,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,engravedStone,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,exotic,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,hafting,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,ornamentation,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,wooden,no,NA
Gadeb 8e,Gadeb 8e,7.083333333,39.33333333,Ethiopia,"1,450",750,Open air,600+,no,ochre,yes,Clark and Kurashina 1979
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,art,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,bone,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,engraved,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,engravedBone,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,engravedEggshell,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,engravedOchre,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,engravedStone,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,exotic,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,hafting,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,ornamentation,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,wooden,no,NA
GnJh-15,GnJh-15,0.616666667,35.91666667,Kenya,n/a,285,Open air,200-299,no,ochre,yes,Denio and Mcbrearty 2003
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,art,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,bone,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,engraved,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,engravedBone,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,engravedEggshell,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,engravedOchre,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,engravedStone,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,exotic,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,hafting,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,ochre,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,ornamentation,no,NA
Gröbern,Grobern,51.683,12.45,Germany,n/a,n/a,Open air,100-199,no,wooden,yes,Weber 2000
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,art,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,bone,yes,El Hajaroui 1994
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,engraved,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,engravedBone,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,engravedEggshell,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,engravedOchre,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,engravedStone,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,exotic,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,hafting,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,ochre,yes,Nespoulet et al 2008
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,wooden,no,NA
Grotte d'el Mnasra,Grotte d'el Mnasra,33.92802,-6.95369,Morocco,110,95,Cave,45-99,no,ornamentation,yes,Jacobs et al. 2012 
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,art,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,bone,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,engraved,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,engravedBone,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,engravedEggshell,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,engravedOchre,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,engravedStone,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,exotic,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,hafting,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,wooden,no,NA
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,ochre,yes,Bouzouggar et al 2007
Grotte des Pigeons,Grotte des Pigeons,34.81055556,-2.408333333,Morocco,91.5,72.4,Cave,45-99,no,ornamentation,yes,Bouzouggar et al 2007
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,art,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,bone,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,engraved,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,engravedBone,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,engravedEggshell,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,engravedOchre,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,engravedStone,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,exotic,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,hafting,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,ornamentation,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,wooden,no,NA
Hoedjiespunt 1,Hoedjiespunt 1,-33.02833333,17.95944444,South Africa,n/a,n/a,Open air,45-99,no,ochre,yes,Will et al. 2003
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,art,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,bone,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,engravedBone,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,engravedEggshell,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,engravedStone,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,exotic,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,hafting,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,ornamentation,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,wooden,no,NA
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,engraved,yes,Dayet et. al. 2013
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,engravedOchre,yes,Dayet et. al. 2013
Hollow Rock Shelter,Hollow Rock Shelter,-32.08333333,18.95,South Africa,85,68,Cave,45-99,no,ochre,yes,Evans 1994
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,art,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,bone,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,engraved,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,engravedBone,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,engravedEggshell,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,engravedOchre,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,engravedStone,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,exotic,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,hafting,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,ornamentation,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,wooden,no,NA
Hunsgi,Hunsgi,16.4575,76.523889,India,n/a,n/a,Open air,300-399,no,ochre,yes,Bednarik 1990; Watts et al 2015
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,art,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,bone,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,engraved,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,engravedBone,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,engravedEggshell,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,engravedOchre,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,engravedStone,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,exotic,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,hafting,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,ochre,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,wooden,no,NA
Ifri n’Ammar,Ifri nAmmar,35.18531,-3.8871,Morocco,89,77,Cave,45-99,no,ornamentation,yes,Richter et al 2010
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,art,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,bone,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,engraved,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,engravedBone,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,engravedEggshell,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,engravedOchre,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,engravedStone,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,exotic,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,ochre,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,ornamentation,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,wooden,no,NA
Inden-Altdorf,Inden-Altdorf,50.83333333,6.35,Germany,122,118.5,Open air,100-199,no,hafting,yes,Pawlik and Thissen 2011
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,art,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,bone,yes,Barham et al. 2002
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,engraved,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,engravedBone,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,engravedEggshell,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,engravedOchre,no,NA
Kabwe,Kabwe,-14.53341,28.43358,Zambia,700,300,Cave,300-399,Homo heidelbergensis/Homo rhodesiensis,engravedStone,no,NA
